id,title,release_date,Action,Casual,Indie,Simulation,Strategy,Free_to_Play,RPG,Sports,Adventure,Racing,Early_Access,Massively_Multiplayer,Animation__Modeling,Video_Production,Utilities,Web_Publishing,Education,Software_Training,Design__Illustration,Audio_Production,Photo_Editing,Accounting
568840,GunHero,2017-01-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590200,Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers Song Pack,2017-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590195,Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers - “Redemption Song”,2017-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579950,Marvel's Guardians of the Galaxy: The Telltale Series,2017-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
228360,Full Throttle Remastered,2017-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
590198,Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers - “Could You Be Loved”,2017-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572050,Call to Power II,2000-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590199,Rocksmith® 2014 Edition – Remastered – Bob Marley &amp; The Wailers - “Buffalo Soldier”,2017-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585240,Return to Zork,1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
569220,Spycraft: The Great Game,1996-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
559680,Vampire: The Masquerade - Redemption,2000-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570580,Zork Anthology,1989-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
570680,Zork: Grand Inquisitor,1997-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
597070,Watch_Dogs® 2 - Retro Modernist Pack,2017-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
597071,Watch_Dogs® 2 - Glow_Pro Pack,2017-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
532170,WaveLand,2017-01-01,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
592780,Bang Bang Car,2017-01-01,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
621520,WaveLand - Soundtrack,2017-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592830,Ride 2 Free Bikes Pack 6,2017-01-01,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
582578,X-Plane 11 - Add-on: Aerosoft - Airport Zurich V2,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410900,Forts,2017-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612430,Epic Mayhem,2017-01-01,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
624840,SpellForce 2 Soundtrack,2017-01-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556223,FSX Steam Edition: Discover USA Add-On,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609730,Fantasy Grounds - Codex Infernus: The Savage Guide to Hell (Savage Worlds),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558110,Odyssey - The Next Generation Science Game,2017-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614880,Battle for Enlor,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605670,Fantasy Grounds - B04 The Cave Beast Hoard (PFRPG),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621200,Fantasy Grounds - Ddraig Goch's Tyranny 1 (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621180,Fantasy Grounds - Ddraig Goch's Samhain Undead 1 (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584880,Pixel Sand,2017-01-01,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
598940,Doodle Mafia,2017-01-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607200,Tanki X,2017-01-01,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
263720,Brawlout,2017-01-01,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
533480,Academagia: The Making of Mages,2010-01-01,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544300,Memory of a Broken Dimension,2017-01-01,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
556850,Handy Dice,2017-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
563560,Alien Swarm: Reactive Drop,2017-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459220,Halo Wars: Definitive Edition,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607040,Grimoire Chronicles,2017-01-01,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
619940,Everything OST,2017-01-01,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623270,AppGameKit - GameGuru Loader,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0
620710,TankBlitz,2017-01-01,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
623460,Haunted Legends: The Bronze Horseman Collector's Edition,2017-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
534560,Ramify,2017-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615610,Orbt XL,2017-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464530,猫肉「Cat Meat」,2017-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587970,Dead Drop,2017-01-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628750,aMAZE 2,2017-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628980,Fantasy Grounds - Winged Fiends (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629490,Fantasy Grounds - Animals (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628310,Fantasy Grounds - No Legged Fiends (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626240,Fantasy Grounds - Four-Legged Fiends (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626740,Fantasy Grounds - Two-Legged Fiends (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625450,Fantasy Grounds - Many-Legged Fiends (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625060,Fantasy Grounds - Elves (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624110,Fantasy Grounds - More Monsters 4 (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624540,Fantasy Grounds - More Monsters 3 (Token Pack),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622520,Fantasy Grounds - Pulp Gear Toolkit (Savage Worlds),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622070,Fantasy Grounds - Fantasy Bestiary Toolkit (Savage Worlds),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621110,Fantasy Grounds - Setting: Necessary Evil (Savage Worlds),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623560,Fantasy Grounds - Evernight (Savage Worlds),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620730,Fantasy Grounds - I1 Into the Unknown: Vakhund (Castles &amp; Crusades),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604800,Fantasy Grounds - Hellfrost: The Fey Tower and Deadly Glade (Savage Worlds),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497570,Building the Great Wall of China 2,2017-01-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564830,Building the Great Wall of China 2 - Collector's Edition,2017-01-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592420,"Games of Glory - ""Byorn Pack""",2017-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620090,Fantasy Grounds - Daring Tales of Adventure #02 - Web of the Spider Cult (Savage Worlds),2017-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508402,DRAGON BALL XENOVERSE 2 - DB Super Pack 3,2017-01-01,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
615670,SOLITUNE,2016-01-01,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
624550,Spiritual Warfare &amp; Wisdom Tree Collection,2017-01-01,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
604190,Storm Riders,2017-01-01,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
389230,Fish or Die,2016-01-01,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573831,Tom Clancy's Ghost Recon® Wildlands - Narco Road,2017-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
574050,DRAGON QUEST HEROES™ II,2017-01-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597076,Watch_Dogs® 2 - Mega Pack,2017-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
552920,Sailaway - The Sailing Simulator,2017-01-01,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
564950,Starfighter Origins,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590201,Rocksmith® 2014 Edition – Remastered – Royal Blood Song Pack,2017-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629630,Ruin of the Reckless - Collectors Edition Art Pack,2017-01-01,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
629620,Ruin of the Reckless - Soundtrack,2017-01-01,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
606950,Army General,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415590,Earthfall,2017-01-01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
626780,Botanica: Into the Unknown Collector's Edition,2017-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
578340,Earthfall Soundtrack,2017-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436070,Nadia Was Here,2017-01-01,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
561548,Admiral Swiggins - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561547,Ayla - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561555,Chucho Krokk - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561535,Clunk - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561537,Coco Nebulon - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561558,Deadlift - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561536,Derpl Zork - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561530,Froggy G - Awesomenauts Character,2017-01-01,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561554,Professor M. Yoolip - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561539,Raelynn - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561543,Genji the Pollen Prophet - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561545,Rocco - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561544,Sentry X-58 - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561552,Scoop of Justice - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561531,Sheriff Lonestar - Awesomenauts Character,2017-01-01,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561541,Vinnie and Spike - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561540,Skølldir - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561532,Voltar the Omniscient - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561550,Skree - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561534,Yuri - Awesomenauts Character,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605954,Blue Medusa - Awesomenauts Droppod,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605958,Dark Weaver - Awesomenauts Droppod,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605956,Gorgos Embryo - Awesomenauts Droppod,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605959,Hellion T-50 - Awesomenauts Droppod,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605955,Leviathan - Awesomenauts Droppod,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398916,Armello - The Bandit Clan,2017-01-01,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
605960,Kosmos DAK Wraith - Awesomenauts Droppod,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605953,Nautilon Pod - Awesomenauts Droppod,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605961,Mikolev's Spectre - Awesomenauts Droppod,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446030,Corroded,2017-01-01,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
605957,Plague Needle - Awesomenauts Droppod,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629930,What Remains of Edith Finch - Soundtrack,2017-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
418060,Battle Riders,2017-01-01,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
586770,MEGALOMANIAC,2017-01-01,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
480770,Dreamals,2017-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628680,Hellpoint Demo,2017-01-01,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
567030,Under Leaves,2017-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505330,Apocalipsis,2018-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
618840,Samhain World,2017-01-01,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
622450,theHunter™: Call of the Wild - Tents &amp; Ground Blinds,2017-01-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
616000,Riptale,2017-01-01,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336300,Hearthlands,2017-01-01,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618950,Agatha Knife,2017-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428200,Attack Heroes,2017-01-01,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
424840,Little Nightmares,2017-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
486830,Attack heroes - Soundtrack,2017-01-01,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
601710,Little Nightmares – Original Soundtrack,2017-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
628610,AIRIS,2017-01-01,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369700,Tanzia,2017-01-01,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
592300,Slowdrive,2017-01-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
627310,Narcissu 10th Anniversary Soundtrack,2017-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562290,Knights of Galiveth,2017-01-01,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631320,Zup! Zero - DLC,2017-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582810,Awesome Metal Detecting,2017-01-01,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630780,Peak Angle: Europe Country Road Track,2017-01-01,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
629110,Dark Parables: Ballad of Rapunzel Collector's Edition,2017-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
457890,TumbleSeed,2017-01-01,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
580150,Xbird,2017-01-01,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
581380,Clockwise,2017-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
615770,Nancy Drew®: Message in a Haunted Mansion,2000-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
486670,Easy French™ Platinum,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
628420,NGHTMN,2017-01-01,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
608830,Project:surviving,2017-01-01,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
604200,Night of Terror,2017-01-01,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
607230,ClockwiZZZe,2017-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509610,Beachhead 2000,2000-01-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614770,Beachhead: DESERT WAR,2003-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632320,Tower!2011:SE - Seattle [KSEA] Airport,2017-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630480,Tower!2011:SE - Chicago [KORD] Airport,2017-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632310,Tower!2011:SE - Frankfurt [EDDF] Airport DLC,2017-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632370,Tower!2011:SE - New Orleans [KMSY] Airport,2017-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632340,Phoenix [KPHX] airport for Tower!3D Pro,2017-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614810,Heavy Bleakness,2017-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631250,Double Clue: Solitaire Stories,2017-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456410,Pertinence Soundtrack,2017-01-01,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
592840,Ride 2 Free Bikes Pack 7,2017-01-01,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
614004,X-Plane 11 - Add-on: Aerosoft - Airport John F. Kennedy International,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500241,Train Simulator: BR Standard Class 6 ‘Clan Class’ Steam Loco Add-On,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562375,Train Simulator: London Transport Heritage Collection,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556210,FSX Steam Edition: Beechcraft® Duchess 76 Add-On,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500235,FSX Steam Edition: Cessna 182 Skylane RG II Add-On,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523130,MAGIX Fastcut Plus 2017 Steam Edition,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
427570,Dawn of Andromeda,2017-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602816,FSX Steam Edition: Night Environment: Dubai Add-On,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534680,Dolphin Up,2017-01-01,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597040,Dumbass Drivers!,2017-01-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
571470,Sceal OST,2017-01-01,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
629470,Apple Jack 2 - OST,2017-01-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527070,Galactic Civilizations III: Crusade Expansion Pack,2017-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601890,PD Howler 11,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0
616280,Mighty Party: Back to Transylvania Pack,2017-01-01,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
448201,TS Marketplace: BR Hawksworth Coach Pack 01 Add-On,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623860,Handball Manager - TEAM,2017-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448202,TS Marketplace: BR Hawksworth Coach Pack 02 Add-On,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530020,World to the West,2017-01-01,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
625990,Welcome to Moreytown,2017-01-01,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
589370,Fur Fun,2017-01-01,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
420180,Chronicle of Innsmouth,2017-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
508330,GALER: Plague of Heroes,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614910,#monstercakes,2017-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619350,Sandra and Woo in the Cursed Adventure,2017-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
627470,Sandra and Woo in the Cursed Adventure - Game Guide,2017-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
627500,Sandra and Woo in the Cursed Adventure - Poser Pack Upgrade,2017-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
563860,The Edgelands,2017-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
605550,Farming Simulator 17 - Big Bud Pack,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570480,Birthdays the Beginning / バースデイズ・ザ・ビギニング - Digital Art Book / デジタル・アートブック,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570481,Birthdays the Beginning / バースデイズ・ザ・ビギニング - Digital Soundtrack / デジタル・サウンドトラック,2017-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
